DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240929,1,100,889,17,733,42.32104682663716,73.78198882835147,616.8969643450114
20240929,31,100,628,18,896,99.67054980737454,97.5464626259064,698.782987566719
20240929,59,100,663,10,842,53.4700364888167,82.17641870096277,706.3535448102205
20240929,8,100,266,9,182,25.17419637460098,26.681508705763274,130.14429491963574
20240929,39,100,390,8,432,36.2740993764059,26.008293463000385,369.71760716059373
20240929,12,100,164,14,128,16.22155448865746,12.065218954661493,99.71322655668105
20240929,65,100,276,10,595,68.71209713153398,51.898973636057555,474.3889292324085
20240929,19,100,201,12,792,56.07551107009135,69.8667933963551,666.0576955335536
20240929,83,100,558,14,969,91.92251602083813,78.56468846359685,798.512795515565
20240929,97,100,274,19,564,19.484353242001912,60.25354150259902,484.2621052553991
20240929,67,100,286,16,629,22.017022017563153,82.03440934193956,524.9485686404973
20240929,68,100,135,18,574,51.54696054070468,58.81070259303679,463.6423368662585
20240929,51,100,433,13,208,22.371697909062036,24.55352975364342,161.07477233729455
20240929,11,100,839,5,758,17.329834770177687,57.31339803085162,683.3567671989707
20240929,85,100,783,5,447,28.88772092256814,62.57958871650184,355.53269036093
20240929,58,100,506,19,305,21.18720126142165,42.84075253268212,240.97204620589622
20240929,35,100,167,7,557,38.30886168977522,78.31892111809128,440.37221719213346
20240929,52,100,117,10,788,66.55854971751208,90.18514563496656,631.2563046475213
20240929,83,100,114,3,634,36.33377594546876,62.646966232002555,535.0192578225287
20240929,24,100,742,5,580,36.78865201521929,51.89102618338565,491.32032180139504
20240929,98,100,621,20,208,26.669383763796652,17.653054547552102,163.67756168865125
20240929,59,100,699,8,107,2.7831316669528703,9.503754830670324,94.7131135023768
20240929,47,100,600,1,189,3.9807899799632267,25.649499914591676,159.3697101054451
20240929,9,100,28,18,772,21.13744034545651,112.17363350841903,638.6889261461245
20240929,15,100,594,9,663,78.13521910252074,89.28639520448296,495.57838569299633
20240929,51,100,160,6,131,14.000609975461552,17.00319874277154,99.9961912817669
20240929,42,100,271,17,750,58.020042331199114,43.11689729178826,648.8630603770126
20240929,99,100,921,15,864,33.19611432727422,58.16933198351327,772.6345536892125
20240929,67,100,536,3,663,72.76770631520169,70.25005676020383,519.9822369245944
20240929,86,100,358,16,516,70.52135334647447,36.61240761136479,408.8662390421607
20240929,6,100,812,12,886,75.63954130953698,45.369305050886396,764.9911536395766
20240929,20,100,358,19,794,56.51871570790337,113.21913894988919,624.2621453422074
20240929,58,100,477,1,556,64.2107036017079,49.571606049131326,442.21769034916076
20240929,19,100,236,3,451,59.67426423726319,42.139308117043086,349.1864276456937
20240929,98,100,221,15,726,100.76080943240748,49.521230471981895,575.7179600956106
20240929,14,100,198,1,225,18.489311868384718,18.50153822920565,188.00914990240963
20240929,17,100,432,17,783,45.40285097799951,40.420067425866954,697.1770815961336
20240929,46,100,128,17,187,15.807807903513915,24.190193582863085,147.001998513623
20240929,84,100,826,10,240,7.569152611228288,19.05097665848141,213.3798707302903
20240929,25,100,783,5,932,111.07124246991415,97.24874476148979,723.680012768596
20240929,18,100,344,9,610,49.85483582006269,88.55555682581976,471.58960735411756
20240929,9,100,699,2,969,21.48892430886914,134.63027237880797,812.8808033123229
20240929,1,100,87,15,195,27.7416435161414,16.12447128325193,151.13388520060667
20240929,11,100,255,19,163,14.399374812850471,19.331616301676284,129.26900888547323
20240929,22,100,431,3,939,74.09014562625514,114.17167420667425,750.7381801670706
20240929,1,100,154,12,805,30.730026870526682,112.67052001535795,661.5994531141154
20240929,39,100,356,20,537,52.88300564971236,41.174468892556895,442.94252545773077
20240929,100,100,65,11,318,47.24568019925355,21.828473026877692,248.92584677386876
20240929,8,100,309,20,426,53.21316861362435,24.606946545097966,348.17988484127767
20240929,28,100,194,13,954,31.617957995151542,94.80535656130056,827.576685443548
20240929,89,100,656,11,261,37.32353274847964,30.359612569562493,193.31685468195786
20240929,1,100,879,5,1000,149.04816972738263,133.4814790317673,717.47035124085
20240929,61,100,826,11,813,95.50199708488431,111.00770787053686,606.4902950445788
20240929,95,100,199,3,261,24.281443738644708,23.86588435076462,212.8526719105907
20240929,10,100,641,16,677,67.30045666467164,57.092754986792706,552.6067883485357
20240929,46,100,107,19,628,60.77373076056149,40.608684365541805,526.6175848738967
20240929,71,100,441,20,373,48.75177476873881,29.551472289601392,294.6967529416598
20240929,3,100,134,1,712,93.66243584546835,41.480521495096326,576.8570426594354
