DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240929,30,50,989,7,632,23.307836562079846,39.608662576039265,569.0835008618809
20240929,16,50,528,9,169,13.59010240501222,10.945055160430469,144.4648424345573
20240929,98,50,446,7,423,53.70910632270347,53.728761156193855,315.5621325211027
20240929,83,50,137,13,524,77.05839917828048,77.31185397123424,369.6297468504853
20240929,15,50,958,8,941,83.36692422697405,56.454737046880666,801.1783387261453
20240929,88,50,660,1,481,61.51289745048314,49.836226035359566,369.6508765141573
20240929,27,50,578,7,563,13.449201800991817,77.88055865819663,471.67023954081156
20240929,90,50,737,4,970,114.23780706253095,56.93468574318284,798.8275071942862
20240929,87,50,585,9,871,30.700972545849186,82.16159676388804,758.1374306902628
20240929,99,50,130,20,403,24.869732730082887,36.56919607476498,341.5610711951521
20240929,40,50,418,20,515,47.720047483560094,47.15445037266733,420.12550214377256
20240929,92,50,820,11,552,78.33550350249315,67.60922058186873,406.0552759156381
20240929,81,50,125,16,964,102.54895429833064,76.32023450049142,785.130811201178
20240929,21,50,867,11,451,64.7249122165848,53.714210073129685,332.5608777102855
20240929,42,50,149,19,420,17.721052991668987,48.70892933533033,353.5700176730007
20240929,10,50,442,19,216,13.683971597885257,15.655988221166057,186.66004018094867
20240929,65,50,599,5,636,58.6126989897062,77.11074733813976,500.276553672154
20240929,36,50,435,9,401,33.764437448823536,52.56178686060265,314.67377569057385
20240929,18,50,88,5,683,18.938897313019105,68.78241715888525,595.2786855280956
20240929,22,50,563,2,845,112.36139288638597,49.16410880598208,683.474498307632
20240929,39,50,289,19,930,90.53907029633665,51.07373457718588,788.3871951264775
20240929,20,50,878,20,877,17.74395239331436,107.35493311322263,751.901114493463
20240929,27,50,383,18,233,8.534084872491617,12.887046589480695,211.57886853802768
20240929,52,50,236,16,564,71.94186901157073,63.82941098027182,428.22872000815744
20240929,20,50,346,3,846,116.47885593903023,95.80773025158211,633.7134138093877
20240929,83,50,457,14,224,8.267181596378125,28.746638029541252,186.98618037408062
20240929,12,50,529,19,839,114.56237288143421,85.22120707361732,639.2164200449484
20240929,36,50,724,2,387,21.034343647706656,48.821414071503845,317.1442422807895
20240929,74,50,683,17,193,4.770858418019492,20.930543910649384,167.29859767133112
20240929,35,50,780,10,383,34.653970078025154,19.17863198717975,329.1673979347951
20240929,72,50,808,13,380,13.889933610818646,53.91377581688675,312.19629057229463
20240929,14,50,27,2,412,26.854872551182336,55.932849705953984,329.21227774286365
20240929,5,50,1,7,449,28.063503933644917,39.408963034440646,381.52753303191446
20240929,13,50,71,19,428,63.20038230289241,63.65985495460176,301.1397627425058
20240929,38,50,802,4,917,31.805559448033794,97.84253018839244,787.3519103635738
20240929,42,50,410,9,494,40.70796183402468,70.53059305444576,382.76144511152955
20240929,89,50,576,8,776,76.7195011269075,75.65250980198883,623.6279890711037
20240929,23,50,85,7,661,71.31643059655231,83.20751042362292,506.47605897982476
20240929,94,50,209,13,167,16.111287168221764,9.844649273311108,141.04406355846714
20240929,47,50,262,12,332,35.7043265638671,47.89255617765906,248.40311725847386
20240929,53,50,574,15,455,45.019926215054184,40.35577697571193,369.6242968092339
20240929,66,50,139,2,766,71.0815552325463,72.25200020204076,622.6664445654129
20240929,73,50,200,4,139,3.546534829467127,16.603757324356387,118.84970784617649
20240929,88,50,327,10,611,64.0317377349435,49.95339767652682,497.0148645885297
20240929,71,50,72,6,923,132.82889083086576,84.01696756693458,706.1541416021996
20240929,84,50,747,15,818,29.85815853435026,65.3425267763716,722.7993146892782
20240929,24,50,541,4,998,91.09673106248187,73.502937412139,833.4003315253791
20240929,12,50,378,14,484,25.622191606286396,50.25105548912135,408.12675290459225
20240929,84,50,553,13,405,21.24257441822479,60.25665202386257,323.5007735579126
