DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240929,4,10,180,18,150,12.429360386028085,16.24354627402242,121.3270933399495
20240929,64,10,602,13,412,38.15749017632304,30.637606628222947,343.204903195454
20240929,37,10,945,7,640,32.7057298902372,82.92565835298412,524.3686117567787
20240929,90,10,632,5,776,25.161550668118153,57.31436632322505,693.5240830086568
20240929,40,10,637,2,382,9.681426957925122,21.491320852784614,350.8272521892903
20240929,32,10,991,10,680,45.93334428902035,39.03217096813935,595.0344847428403
20240929,40,10,580,10,847,17.899467724836782,68.99290886740238,760.1076234077608
20240929,34,10,357,7,413,52.42265738636762,50.24641972051008,310.3309228931223
20240929,5,10,293,5,716,69.70132780463706,59.98865168513058,586.3100205102323
20240929,87,10,886,20,487,25.510226668831812,45.30924568202485,416.1805276491433
20240929,98,10,353,15,319,32.2900095918801,30.864965415587992,255.8450249925319
20240929,81,10,271,13,392,36.612989818005914,26.991811118791063,328.395199063203
20240929,50,10,308,7,461,11.87576557829388,48.86717730479804,400.2570571169081
20240929,3,10,890,8,788,51.31606061440506,101.39695751568364,635.2869818699113
20240929,62,10,450,18,454,22.38651411577513,52.39555880394248,379.2179270802824
20240929,5,10,260,6,227,4.760650193408895,11.946192571858221,210.2931572347329
20240929,92,10,178,6,159,22.983136345355252,20.923598677821452,115.09326497682329
20240929,39,10,723,3,636,20.162671192720886,68.909344280008,546.9279845272711
20240929,88,10,741,19,354,44.894823522251656,24.766626111065364,284.33855036668297
20240929,3,10,368,1,308,35.076913035356796,30.774927109923095,242.14815985472012
20240929,94,10,977,7,355,19.28345312884543,21.98771753757164,313.72882933358295
20240929,11,10,506,16,409,56.746243563254765,30.246967608484656,322.0067888282606
20240929,49,10,987,2,859,106.95836132968934,124.45060333567524,627.5910353346354
20240929,23,10,528,6,972,74.94348341545063,68.58206198311194,828.4744546014374
20240929,69,10,831,3,136,3.7523920211922777,19.03709076778416,113.21051721102356
20240929,67,10,442,1,924,48.09047600581845,83.0516944741477,792.8578295200339
20240929,91,10,729,5,805,112.22458946237897,119.0463278729083,573.7290826647127
20240929,95,10,907,20,340,47.815844639207015,49.62263770165329,242.5615176591397
20240929,6,10,894,17,414,38.31038269334305,22.682565984440153,353.0070513222168
20240929,39,10,554,9,683,66.82645903422576,96.5297235655758,519.6438174001985
20240929,47,10,34,10,634,15.94013380075984,35.1461826700662,582.9136835291739
20240929,45,10,499,8,614,63.54240018146172,81.27380045449631,469.183799364042
20240929,69,10,956,2,959,42.99832924874452,89.22124980753281,826.7804209437227
20240929,70,10,886,17,587,43.67232780688484,48.12592151301798,495.2017506800972
20240929,81,10,171,19,456,26.674680278420922,37.493787869240954,391.8315318523381
20240929,100,10,736,9,419,47.43584658656288,27.6488232086854,343.91533020475174
20240929,6,10,416,7,670,61.44692189082612,60.75132213342518,547.8017559757487
20240929,33,10,26,11,362,26.458363715800598,49.01606979032939,286.52556649387003
20240929,70,10,295,15,707,24.104287043093095,102.23427874098898,580.6614342159179
20240929,24,10,699,4,980,71.2818041466563,123.70588828114106,785.0123075722026
20240929,85,10,789,13,136,15.362096235135638,17.914388117978692,102.72351564688567
20240929,98,10,290,1,524,15.10867338184612,56.79609437654847,452.0952322416054
20240929,77,10,566,14,520,57.98040458340537,37.85216220402529,424.16743321256934
20240929,28,10,622,3,507,25.722807764861724,51.25265695305146,430.02453528208684
20240929,16,10,172,5,516,50.68534308928025,66.93060315868603,398.3840537520337
20240929,86,10,548,16,361,31.139572553468145,44.061720022013475,285.7987074245184
20240929,92,10,929,20,156,5.730508931833599,13.13125448967221,137.1382365784942
20240929,27,10,577,11,104,6.703245529490354,5.5071283569126885,91.78962611359695
20240929,77,10,928,19,882,124.08221048538348,101.99856815712994,655.9192213574865
20240929,92,10,846,3,380,35.17258618018452,49.40136319428306,295.4260506255324
20240929,74,10,777,2,522,74.16258686203376,50.91012707446906,396.92728606349715
20240929,28,10,723,20,162,20.635695306314528,9.329385826669316,132.03491886701616
20240929,53,10,454,1,305,30.052919297579233,44.46509030069855,230.48199040172221
20240929,54,10,823,10,692,27.252727335079733,48.50282809838699,616.2444445665333
20240929,40,10,712,4,279,16.90161241675522,17.909228044094487,244.1891595391503
20240929,91,10,71,9,742,19.879122363722868,82.0307991038235,640.0900785324536
20240929,82,10,746,2,153,19.950315914617352,11.627239849015707,121.42244423636694
20240929,100,10,636,12,708,86.21945679616042,54.573151832985644,567.2073913708539
20240929,24,10,880,6,407,29.963688505526058,43.38255685356846,333.6537546409055
20240929,96,10,572,14,474,21.367169058885782,50.308797038098646,402.32403390301556
20240929,53,10,47,4,417,31.856120315979368,22.167845665245714,362.9760340187749
20240929,81,10,77,14,223,4.501105307417655,31.56330858709757,186.9355861054848
20240929,46,10,991,18,895,72.75677093966883,109.03966053317023,713.203568527161
20240929,89,10,812,10,617,25.25970477222978,74.81108439323613,516.929210834534
20240929,39,10,15,18,466,36.047411613770315,54.96010375828117,374.9924846279485
20240929,85,10,382,12,217,17.027975085011995,24.29260803807139,175.6794168769166
20240929,15,10,35,1,1000,148.80436847958936,50.786228090836964,800.4094034295737
20240929,92,10,530,11,569,55.0111528835574,50.70628739761153,463.28255971883107
20240929,48,10,113,3,531,44.86795733342074,64.59772313648676,421.5343195300925
20240929,39,10,831,2,700,77.25713279877334,98.9734038061934,523.7694633950332
20240929,49,10,988,1,347,15.055300813535222,23.083811482104263,308.8608877043605
20240929,60,10,525,3,661,14.409425935348485,91.15129807949103,555.4392759851605
20240929,21,10,448,5,662,48.01568787445468,70.37762994242446,543.6066821831208
20240929,100,10,764,7,810,83.60795245201825,105.16542531959739,621.2266222283844
20240929,39,10,294,9,988,144.86045743199372,96.0151790858517,747.1243634821546
20240929,90,10,801,15,236,18.64605328189569,16.335773054762527,201.01817366334177
20240929,39,10,349,20,683,17.77599887647272,94.68953549868061,570.5344656248467
20240929,66,10,801,2,812,26.462300415320698,70.43701757029777,715.1006820143815
20240929,72,10,30,15,848,86.50007357990218,79.12071894203595,682.3792074780619
20240929,62,10,258,11,435,34.06843254398586,26.17478694441191,374.75678051160224
20240929,28,10,383,17,700,53.69593238360447,51.26019920951937,595.0438684068762
20240929,94,10,77,14,953,95.06871239489425,88.32872165591498,769.6025659491908
20240929,61,10,701,5,578,36.09280618242212,61.49748027615487,480.409713541423
20240929,46,10,593,18,752,76.7949108586281,83.34792769651068,591.8571614448613
